Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	ENA_FIRST_PUBLIC	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	g1k_pop_code	population	AssemblyName	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_LAST_UPDATE	LibrarySource	Organism	Strain	g1k_analysis_group
OTHER	36	PRJEB3365	SAMEA1573115	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162487	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19146.5.MI_120327_5 extract	2012-11-06	1070	730	ILLUMINA	2012-11-06	ERR187795	ERS185331	ERP001941	GEUV:NA19146		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573199	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162491	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00244.5.MI_120327_7 extract	2012-11-06	628	411	ILLUMINA	2012-11-06	ERR187786	ERS185335	ERP001941	GEUV:HG00244		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573176	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162492	0	Illumina HiSeq 2000	SINGLE	cDNA	NA18861.4.MI_120524_1 extract	2012-11-06	134	87	ILLUMINA	2012-11-06	ERR187731	ERS185336	ERP001941	GEUV:NA18861		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573152	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162493	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00242.3.MI_120120_4 extract	2012-11-06	312	203	ILLUMINA	2012-11-06	ERR187770	ERS185337	ERP001941	GEUV:HG00242		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573140	CNAG and CRG	2012-11-06	ERX162494	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00146.2.MI_120126_5 extract	2012-11-06	501	309	ILLUMINA	2012-11-06	ERR187708	ERS185338	ERP001941	GEUV:HG00146		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	50	PRJEB3365	SAMEA1573178	Uppsala University	2012-11-06	ERX162496	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19257.6.MI_120309_1 extract	2012-11-06	1729	1143	ILLUMINA	2012-11-06	ERR187923	ERS185340	ERP001941	GEUV:NA19257		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573182	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162497	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20807.5.MI_120327_1 extract	2012-11-06	187	114	ILLUMINA	2012-11-06	ERR187905	ERS185341	ERP001941	GEUV:NA20807		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573090	CNAG and CRG	2012-11-06	ERX162498	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20758.2.MI_120126_2 extract	2012-11-06	441	293	ILLUMINA	2012-11-06	ERR187806	ERS185342	ERP001941	GEUV:NA20758		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	50	PRJEB3365	SAMEA1573100	Uppsala University	2012-11-06	ERX162499	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19209.6.MI_120309_1 extract	2012-11-06	1821	1232	ILLUMINA	2012-11-06	ERR187872	ERS185343	ERP001941	GEUV:NA19209		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573110	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162500	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12006.5.MI_120327_1 extract	2012-11-07	412	245	ILLUMINA	2012-11-07	ERR187909	ERS185344	ERP001941	GEUV:NA12006		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573122	University of Geneva	2012-11-06	ERX162501	0	Illumina HiSeq 2000	SINGLE	cDNA	NA18520.1.MI_120104_1 extract	2012-11-06	117	76	ILLUMINA	2012-11-06	ERR187783	ERS185345	ERP001941	GEUV:NA18520		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573131	CNAG and CRG	2012-11-06	ERX162502	0	Illumina HiSeq 2000	SINGLE	cDNA	NA07346.2.MI_120126_1 extract	2012-11-06	308	202	ILLUMINA	2012-11-06	ERR187907	ERS185346	ERP001941	GEUV:NA07346		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573285	University of Geneva	2012-11-06	ERX162505	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20540.1.MI_120104_4 extract	2012-11-06	283	171	ILLUMINA	2012-11-06	ERR187848	ERS185349	ERP001941	GEUV:NA20540		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573471	CNAG and CRG	2012-11-06	ERX162506	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00233.2.MI_120126_2 extract	2012-11-06	553	368	ILLUMINA	2012-11-06	ERR187829	ERS185350	ERP001941	GEUV:HG00233		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573433	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162509	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12156.4.MI_120524_3 extract	2012-11-06	135	81	ILLUMINA	2012-11-06	ERR187723	ERS185353	ERP001941	GEUV:NA12156		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573170	CNAG and CRG	2012-11-06	ERX162510	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12872.2.MI_120126_6 extract	2012-11-06	300	192	ILLUMINA	2012-11-06	ERR187773	ERS185354	ERP001941	GEUV:NA12872		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573183	University of Geneva	2012-11-06	ERX162511	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00187.1.MI_120104_3 extract	2012-11-06	411	256	ILLUMINA	2012-11-06	ERR187921	ERS185355	ERP001941	GEUV:HG00187		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573109	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162515	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19108.5.MI_120327_7 extract	2012-11-06	594	393	ILLUMINA	2012-11-06	ERR187884	ERS185359	ERP001941	GEUV:NA19108		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	50	PRJEB3365	SAMEA1573428	Uppsala University	2012-11-06	ERX162519	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00263.6.MI_120217_1 extract	2012-11-06	191	134	ILLUMINA	2012-11-06	ERR187917	ERS185363	ERP001941	GEUV:HG00263		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573466	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162520	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00245.4.MI_120524_1 extract	2012-11-06	244	154	ILLUMINA	2012-11-06	ERR187745	ERS185364	ERP001941	GEUV:HG00245		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573456	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162521	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00369.5.MI_120327_1 extract	2012-11-06	240	144	ILLUMINA	2012-11-06	ERR187888	ERS185365	ERP001941	GEUV:HG00369		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573489	CNAG and CRG	2012-11-06	ERX162524	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00110.2.MI_120126_7 extract	2012-11-06	372	231	ILLUMINA	2012-11-06	ERR187781	ERS185368	ERP001941	GEUV:HG00110		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573344	CNAG and CRG	2012-11-06	ERX162527	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19213.2.MI_120126_1 extract	2012-11-06	310	203	ILLUMINA	2012-11-06	ERR187833	ERS185371	ERP001941	GEUV:NA19213		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573308	Leiden University Medical Center	2012-11-06	ERX162529	0	Illumina HiSeq 2000	SINGLE	cDNA	NA18912.7.MI_120224_2 extract	2012-11-06	356	262	ILLUMINA	2012-11-06	ERR187902	ERS185373	ERP001941	GEUV:NA18912		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	50	PRJEB3365	SAMEA1573422	Uppsala University	2012-11-06	ERX162530	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00137.6.MI_120217_1 extract	2012-11-06	380	259	ILLUMINA	2012-11-06	ERR187858	ERS185374	ERP001941	GEUV:HG00137		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573409	CNAG and CRG	2012-11-06	ERX162531	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19222.2.MI_120126_8 extract	2012-11-06	182	114	ILLUMINA	2012-11-06	ERR187802	ERS185375	ERP001941	GEUV:NA19222		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573474	Leiden University Medical Center	2012-11-06	ERX162535	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00239.7.MI_120224_2 extract	2012-11-06	268	195	ILLUMINA	2012-11-06	ERR187775	ERS185379	ERP001941	GEUV:HG00239		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573283	University of Geneva	2012-11-06	ERX162538	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00343.1.MI_120104_2 extract	2012-11-06	173	110	ILLUMINA	2012-11-06	ERR187796	ERS185382	ERP001941	GEUV:HG00343		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573294	CNAG and CRG	2012-11-06	ERX162539	0	Illumina HiSeq 2000	SINGLE	cDNA	NA06994.2.MI_120126_4 extract	2012-11-06	447	268	ILLUMINA	2012-11-06	ERR187863	ERS185383	ERP001941	GEUV:NA06994		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573258	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162540	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00259.5.MI_120327_3 extract	2012-11-06	404	243	ILLUMINA	2012-11-06	ERR187758	ERS185384	ERP001941	GEUV:HG00259		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573114	CNAG and CRG	2012-11-06	ERX162542	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12043.2.MI_120126_4 extract	2012-11-06	429	254	ILLUMINA	2012-11-06	ERR187768	ERS185386	ERP001941	GEUV:NA12043		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573125	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162543	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12045.3.MI_120120_3 extract	2012-11-06	242	160	ILLUMINA	2012-11-06	ERR187850	ERS185387	ERP001941	GEUV:NA12045		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573385	CNAG and CRG	2012-11-06	ERX162547	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19143.2.MI_120126_8 extract	2012-11-06	330	210	ILLUMINA	2012-11-06	ERR187709	ERS185391	ERP001941	GEUV:NA19143		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573473	CNAG and CRG	2012-11-06	ERX162550	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00271.2.MI_120126_1 extract	2012-11-06	351	230	ILLUMINA	2012-11-06	ERR187742	ERS185394	ERP001941	GEUV:HG00271		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573452	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162551	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00109.3.MI_120120_3 extract	2012-11-06	237	152	ILLUMINA	2012-11-06	ERR187738	ERS185395	ERP001941	GEUV:HG00109		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573436	University of Geneva	2012-11-06	ERX162553	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19102.1.MI_120104_2 extract	2012-11-06	197	125	ILLUMINA	2012-11-06	ERR187733	ERS185397	ERP001941	GEUV:NA19102		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573415	Leiden University Medical Center	2012-11-06	ERX162556	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19223.7.MI_120224_3 extract	2012-11-06	238	173	ILLUMINA	2012-11-06	ERR187777	ERS185400	ERP001941	GEUV:NA19223		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573406	University of Geneva	2012-11-06	ERX162557	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12830.1.MI_120104_1 extract	2012-11-06	281	163	ILLUMINA	2012-11-06	ERR187875	ERS185401	ERP001941	GEUV:NA12830		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573391	CNAG and CRG	2012-11-06	ERX162558	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00119.2.MI_120126_7 extract	2012-11-06	330	209	ILLUMINA	2012-11-06	ERR187792	ERS185402	ERP001941	GEUV:HG00119		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573469	CNAG and CRG	2012-11-06	ERX162560	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00341.2.MI_120126_8 extract	2012-11-06	368	193	ILLUMINA	2012-11-06	ERR187750	ERS185404	ERP001941	GEUV:HG00341		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573447	CNAG and CRG	2012-11-06	ERX162563	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20756.2.MI_120126_7 extract	2012-11-06	201	125	ILLUMINA	2012-11-06	ERR187727	ERS185407	ERP001941	GEUV:NA20756		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573434	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162564	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00329.5.MI_120327_3 extract	2012-11-06	98	61	ILLUMINA	2012-11-06	ERR187929	ERS185408	ERP001941	GEUV:HG00329		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	50	PRJEB3365	SAMEA1573532	Uppsala University	2012-11-06	ERX162565	0	Illumina HiSeq 2000	SINGLE	cDNA	NA18870.6.MI_120217_2 extract	2012-11-06	310	215	ILLUMINA	2012-11-06	ERR187862	ERS185409	ERP001941	GEUV:NA18870		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573290	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162566	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00249.3.MI_120120_2 extract	2012-11-06	562	376	ILLUMINA	2012-11-06	ERR187776	ERS185410	ERP001941	GEUV:HG00249		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573326	University of Geneva	2012-11-06	ERX162568	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20507.1.MI_120104_4 extract	2012-11-06	295	180	ILLUMINA	2012-11-06	ERR187735	ERS185412	ERP001941	GEUV:NA20507		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573309	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162569	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19113.3.MI_120120_3 extract	2012-11-06	133	88	ILLUMINA	2012-11-06	ERR187857	ERS185413	ERP001941	GEUV:NA19113		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573353	University of Geneva	2012-11-06	ERX162571	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19235.1.MI_120104_3 extract	2012-11-06	186	113	ILLUMINA	2012-11-06	ERR187769	ERS185415	ERP001941	GEUV:NA19235		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573417	CNAG and CRG	2012-11-06	ERX162575	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19116.2.MI_120126_4 extract	2012-11-06	313	194	ILLUMINA	2012-11-06	ERR187908	ERS185419	ERP001941	GEUV:NA19116		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573175	University of Geneva	2012-11-06	ERX162576	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20761.1.MI_120104_3 extract	2012-11-06	343	213	ILLUMINA	2012-11-06	ERR187839	ERS185420	ERP001941	GEUV:NA20761		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573160	University of Geneva	2012-11-06	ERX162577	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20796.1.MI_120104_3 extract	2012-11-06	123	76	ILLUMINA	2012-11-06	ERR187874	ERS185421	ERP001941	GEUV:NA20796		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573155	CNAG and CRG	2012-11-06	ERX162578	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20529.2.MI_120126_1 extract	2012-11-06	175	112	ILLUMINA	2012-11-06	ERR187871	ERS185422	ERP001941	GEUV:NA20529		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573130	Leiden University Medical Center	2012-11-06	ERX162580	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00312.7.MI_120224_3 extract	2012-11-06	245	172	ILLUMINA	2012-11-06	ERR187711	ERS185424	ERP001941	GEUV:HG00312		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573119	CNAG and CRG	2012-11-06	ERX162581	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00132.2.MI_120126_2 extract	2012-11-06	326	219	ILLUMINA	2012-11-06	ERR187897	ERS185425	ERP001941	GEUV:HG00132		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573088	University of Geneva	2012-11-06	ERX162584	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00324.1.MI_120104_2 extract	2012-11-06	304	191	ILLUMINA	2012-11-06	ERR187879	ERS185428	ERP001941	GEUV:HG00324		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573275	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162586	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12282.3.MI_120120_5 extract	2012-11-06	321	213	ILLUMINA	2012-11-06	ERR187754	ERS185430	ERP001941	GEUV:NA12282		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	50	PRJEB3365	SAMEA1573218	Uppsala University	2012-11-06	ERX162587	0	Illumina HiSeq 2000	SINGLE	cDNA	NA07037.6.MI_120217_2 extract	2012-11-06	866	604	ILLUMINA	2012-11-06	ERR187819	ERS185431	ERP001941	GEUV:NA07037		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573203	University of Geneva	2012-11-06	ERX162588	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12749.1.MI_120104_1 extract	2012-11-06	506	323	ILLUMINA	2012-11-06	ERR187721	ERS185432	ERP001941	GEUV:NA12749		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573215	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162589	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20502.3.MI_120120_3 extract	2012-11-06	297	193	ILLUMINA	2012-11-06	ERR187892	ERS185433	ERP001941	GEUV:NA20502		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	50	PRJEB3365	SAMEA1573246	Uppsala University	2012-11-06	ERX162590	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19141.6.MI_120217_1 extract	2012-11-06	259	181	ILLUMINA	2012-11-06	ERR187762	ERS185434	ERP001941	GEUV:NA19141		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	50	PRJEB3365	SAMEA1573235	Uppsala University	2012-11-06	ERX162591	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19129.6.MI_120217_1 extract	2012-11-06	410	287	ILLUMINA	2012-11-06	ERR187898	ERS185435	ERP001941	GEUV:NA19129		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573159	CNAG and CRG	2012-11-06	ERX162592	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00356.2.MI_120126_1 extract	2012-11-06	352	231	ILLUMINA	2012-11-06	ERR187730	ERS185436	ERP001941	GEUV:HG00356		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573197	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162594	0	Illumina HiSeq 2000	SINGLE	cDNA	NA11930.3.MI_120120_3 extract	2012-11-06	517	346	ILLUMINA	2012-11-06	ERR187873	ERS185438	ERP001941	GEUV:NA11930		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573362	CNAG and CRG	2012-11-06	ERX162598	0	Illumina HiSeq 2000	SINGLE	cDNA	NA20530.2.MI_120126_3 extract	2012-11-06	260	167	ILLUMINA	2012-11-06	ERR187766	ERS185442	ERP001941	GEUV:NA20530		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573248	University of Geneva	2012-11-06	ERX162599	0	Illumina HiSeq 2000	SINGLE	cDNA	NA12273.1.MI_120104_2 extract	2012-11-06	232	147	ILLUMINA	2012-11-06	ERR187852	ERS185443	ERP001941	GEUV:NA12273		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573219	University of Geneva	2012-11-06	ERX162602	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19204.1.MI_120104_3 extract	2012-11-06	195	123	ILLUMINA	2012-11-06	ERR187790	ERS185446	ERP001941	GEUV:NA19204		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573287	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162605	0	Illumina HiSeq 2000	SINGLE	cDNA	NA19159.3.MI_120120_3 extract	2012-11-06	338	221	ILLUMINA	2012-11-06	ERR187861	ERS185449	ERP001941	GEUV:NA19159		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
OTHER	36	PRJEB3365	SAMEA1573303	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162609	0	Illumina HiSeq 2000	SINGLE	cDNA	HG00102.3.MI_120120_6 extract	2012-11-06	148	95	ILLUMINA	2012-11-06	ERR187882	ERS185453	ERP001941	GEUV:HG00102		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
