Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	cell_type	disease	source_name	tissue	Consent	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		202	PRJNA376610	SAMN06444807		sraunknown_contigs	SRX2585979	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0129	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282347	SRS1999623	SRP100652	CTRL_K0129	24	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444806		sraunknown_contigs	SRX2585980	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0128	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282348	SRS1999624	SRP100652	CTRL_K0128	41	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444805		sraunknown_contigs	SRX2585981	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0113	2017-02-23	8	5	ILLUMINA	2017-09-01	SRR5282349	SRS1999625	SRP100652	CTRL_K0113	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444804		sraunknown_contigs	SRX2585982	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0110	2017-02-23	3	2	ILLUMINA	2017-09-01	SRR5282350	SRS1999626	SRP100652	CTRL_K0110	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444803		sraunknown_contigs	SRX2585983	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0109	2017-02-23	3	2	ILLUMINA	2017-09-01	SRR5282351	SRS1999627	SRP100652	CTRL_K0109	32	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444802		sraunknown_contigs	SRX2585984	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0108	2017-02-23	4	3	ILLUMINA	2017-09-01	SRR5282352	SRS1999628	SRP100652	CTRL_K0108	33	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444801		sraunknown_contigs	SRX2585985	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0106	2017-02-23	4	3	ILLUMINA	2017-09-01	SRR5282353	SRS1999629	SRP100652	CTRL_K0106	43	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444800		sraunknown_contigs	SRX2585986	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0105	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282354	SRS1999630	SRP100652	CTRL_K0105	25	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444799		sra	SRX2585987	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0103	2017-02-23	4	3	ILLUMINA	2017-09-01	SRR5282355	SRS1999631	SRP100652	CTRL_K0103	26	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444798		sraunknown_contigs	SRX2585988	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0102	2017-02-23	5	3	ILLUMINA	2017-09-01	SRR5282356	SRS1999632	SRP100652	CTRL_K0102	26	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444797		sraunknown_contigs	SRX2585989	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0100	2017-02-23	4	3	ILLUMINA	2017-09-01	SRR5282357	SRS1999633	SRP100652	CTRL_K0100	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444796		sraunknown_contigs	SRX2585990	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0099	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282358	SRS1999634	SRP100652	CTRL_K0099	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444795		sraunknown_contigs	SRX2585991	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0098	2017-02-23	3	2	ILLUMINA	2017-09-01	SRR5282359	SRS1999635	SRP100652	CTRL_K0098	38	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444794		sraunknown_contigs	SRX2585992	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0097	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282360	SRS1999636	SRP100652	CTRL_K0097	28	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444793		sraunknown_contigs	SRX2585993	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0096	2017-02-23	1	1	ILLUMINA	2017-09-01	SRR5282361	SRS1999637	SRP100652	CTRL_K0096	32	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444792		sraunknown_contigs	SRX2585994	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0095	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282362	SRS1999638	SRP100652	CTRL_K0095	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444791		sraunknown_contigs	SRX2585995	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0094	2017-02-23	5	3	ILLUMINA	2017-09-01	SRR5282363	SRS1999639	SRP100652	CTRL_K0094	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444790		sraunknown_contigs	SRX2585996	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0089	2017-02-23	4	2	ILLUMINA	2017-09-01	SRR5282364	SRS1999640	SRP100652	CTRL_K0089	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444789		sraunknown_contigs	SRX2585997	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0088	2017-02-23	4	3	ILLUMINA	2017-09-01	SRR5282365	SRS1999641	SRP100652	CTRL_K0088	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444788		sra	SRX2585998	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0087	2017-02-23	4	3	ILLUMINA	2017-09-01	SRR5282366	SRS1999642	SRP100652	CTRL_K0087	38	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444787		sraunknown_contigs	SRX2585999	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0086	2017-02-23	1	1	ILLUMINA	2017-09-01	SRR5282367	SRS1999643	SRP100652	CTRL_K0086	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444786		sra	SRX2586000	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0085	2017-02-23	5	3	ILLUMINA	2017-09-01	SRR5282368	SRS1999644	SRP100652	CTRL_K0085	32	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444785		sraunknown_contigs	SRX2586001	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0083	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282369	SRS1999645	SRP100652	CTRL_K0083	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444784		sraunknown_contigs	SRX2586002	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0081	2017-02-23	4	3	ILLUMINA	2017-09-01	SRR5282370	SRS1999646	SRP100652	CTRL_K0081	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444783		sra	SRX2586003	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0080	2017-02-23	4	2	ILLUMINA	2017-09-01	SRR5282371	SRS1999647	SRP100652	CTRL_K0080	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444782		sraunknown_contigs	SRX2586004	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0078	2017-02-23	5	3	ILLUMINA	2017-09-01	SRR5282372	SRS1999648	SRP100652	CTRL_K0078	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444781		sra	SRX2586005	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0076	2017-02-23	4	2	ILLUMINA	2017-09-01	SRR5282373	SRS1999649	SRP100652	CTRL_K0076	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444780		sraunknown_contigs	SRX2586006	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0075	2017-02-23	5	3	ILLUMINA	2017-09-01	SRR5282374	SRS1999650	SRP100652	CTRL_K0075	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444779		sra	SRX2586007	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0074	2017-02-23	4	3	ILLUMINA	2017-09-01	SRR5282375	SRS1999651	SRP100652	CTRL_K0074	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444778		sraunknown_contigs	SRX2586008	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0070	2017-02-23	6	4	ILLUMINA	2017-09-01	SRR5282376	SRS1999652	SRP100652	CTRL_K0070	33	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444777		sraunknown_contigs	SRX2586009	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0069	2017-02-23	6	4	ILLUMINA	2017-09-01	SRR5282377	SRS1999653	SRP100652	CTRL_K0069	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444776		sra	SRX2586010	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0068	2017-02-23	2	1	ILLUMINA	2017-09-01	SRR5282378	SRS1999654	SRP100652	CTRL_K0068	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444775		sraunknown_contigs	SRX2586011	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0023	2017-02-23	4	2	ILLUMINA	2017-09-01	SRR5282379	SRS1999655	SRP100652	CTRL_K0023	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444774		sraunknown_contigs	SRX2586012	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0011	2017-02-23	6	4	ILLUMINA	2017-09-01	SRR5282380	SRS1999656	SRP100652	CTRL_K0011	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444773		sraunknown_contigs	SRX2586013	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0005	2017-02-23	4	3	ILLUMINA	2017-09-01	SRR5282381	SRS1999657	SRP100652	CTRL_K0005	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444772		sraunknown_contigs	SRX2586014	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0004	2017-02-23	6	4	ILLUMINA	2017-09-01	SRR5282382	SRS1999658	SRP100652	CTRL_K0004	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA376610	SAMN06444771		sraunknown_contigs	SRX2586015	0	Illumina HiSeq 2000	PAIRED	RT-PCR	CTRL_K0003	2017-02-23	1	1	ILLUMINA	2017-09-01	SRR5282383	SRS1999660	SRP100652	CTRL_K0003	not collected	peripheral blood mononuclear cells	healthy control		not applicable	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
OTHER		30	PRJEB8314	SAMEA104386386	GENOMNIA SRL	sra	ERX683161	0	AB SOLiD 4 System	SINGLE	other	Sample 27	2017-07-01	580	490	ABI_SOLID	2017-07-01	ERR739469	ERS646194	ERP009382	E-MTAB-3258:Sample 27			healthy control			public	ncbi	TRANSCRIPTOMIC	Homo sapiens
