Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	drug	library_construction	source_name	Consent	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		49	PRJNA381890	SAMN06691074	GEO	sra	SRX2713920	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	103	49	ILLUMINA	2017-04-13	SRR5422416	SRS2105131	SRP103204	GSM2565332	Prinomastat hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691073	GEO	sra	SRX2713921	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	78	41	ILLUMINA	2017-04-13	SRR5422417	SRS2105132	SRP103204	GSM2565333	RO4929097	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691072	GEO	sra	SRX2713922	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	91	45	ILLUMINA	2017-04-13	SRR5422418	SRS2105133	SRP103204	GSM2565334	Sofrastaurin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691071	GEO	sra	SRX2713923	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	69	32	ILLUMINA	2017-04-13	SRR5422419	SRS2105134	SRP103204	GSM2565335	Tariquidar	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691070	GEO	sra	SRX2713924	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	119	56	ILLUMINA	2017-04-13	SRR5422420	SRS2105135	SRP103204	GSM2565336	Triapine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691069	GEO	sra	SRX2713925	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	97	49	ILLUMINA	2017-04-13	SRR5422421	SRS2105136	SRP103204	GSM2565337	Zibotentan (ZD4054)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690997	GEO	sra	SRX2713926	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	24	12	ILLUMINA	2017-04-13	SRR5422422	SRS2105137	SRP103204	GSM2565338	4 -METHOXYCHALCONE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690996	GEO	sra	SRX2713927	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	66	31	ILLUMINA	2017-04-13	SRR5422423	SRS2105138	SRP103204	GSM2565339	THYMOQUINONE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690995	GEO	sra	SRX2713928	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	82	39	ILLUMINA	2017-04-13	SRR5422424	SRS2105139	SRP103204	GSM2565340	RS 17053 hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690994	GEO	sra	SRX2713929	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	65	31	ILLUMINA	2017-04-13	SRR5422425	SRS2105140	SRP103204	GSM2565341	IKK 16	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690993	GEO	sra	SRX2713930	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	75	37	ILLUMINA	2017-04-13	SRR5422426	SRS2105141	SRP103204	GSM2565342	CGP 71683 hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690992	GEO	sra	SRX2713931	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	74	37	ILLUMINA	2017-04-13	SRR5422427	SRS2105142	SRP103204	GSM2565343	PF-04691502	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690991	GEO	sra	SRX2713932	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	104	51	ILLUMINA	2017-04-13	SRR5422428	SRS2105143	SRP103204	GSM2565344	Propranolol HCl	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690990	GEO	sra	SRX2713933	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	79	37	ILLUMINA	2017-04-13	SRR5422429	SRS2105144	SRP103204	GSM2565345	Rocilinostat (ACY-1215)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690989	GEO	sra	SRX2713934	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	117	56	ILLUMINA	2017-04-13	SRR5422430	SRS2105145	SRP103204	GSM2565346	TAK-700 (Orteronel)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690988	GEO	sra	SRX2713935	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	85	40	ILLUMINA	2017-04-13	SRR5422431	SRS2105146	SRP103204	GSM2565347	Tasisulam	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690987	GEO	sra	SRX2713936	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	102	49	ILLUMINA	2017-04-13	SRR5422432	SRS2105147	SRP103204	GSM2565348	Triciribine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690986	GEO	sra	SRX2713937	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	94	46	ILLUMINA	2017-04-13	SRR5422433	SRS2105148	SRP103204	GSM2565349	SULCONAZOLE NITRATE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690985	GEO	sra	SRX2713938	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	42	20	ILLUMINA	2017-04-13	SRR5422434	SRS2105149	SRP103204	GSM2565350	TETRACHLOROISOPHTHALONITRILE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690984	GEO	sra	SRX2713939	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	85	40	ILLUMINA	2017-04-13	SRR5422435	SRS2105150	SRP103204	GSM2565351	KINETIN RIBOSIDE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690983	GEO	sra	SRX2713940	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	54	26	ILLUMINA	2017-04-13	SRR5422436	SRS2105151	SRP103204	GSM2565352	WIN 64338 hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690982	GEO	sra	SRX2713941	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	76	36	ILLUMINA	2017-04-13	SRR5422437	SRS2105153	SRP103204	GSM2565353	2,3-DCPE hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690981	GEO	sra	SRX2713942	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	71	33	ILLUMINA	2017-04-13	SRR5422438	SRS2105152	SRP103204	GSM2565354	Nebivolol hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690980	GEO	sra	SRX2713943	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	132	64	ILLUMINA	2017-04-13	SRR5422439	SRS2105154	SRP103204	GSM2565355	Picoplatin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691004	GEO	sra	SRX2713944	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	121	57	ILLUMINA	2017-04-13	SRR5422440	SRS2105155	SRP103204	GSM2565356	PX 12	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691003	GEO	sra	SRX2713945	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	86	42	ILLUMINA	2017-04-13	SRR5422441	SRS2105156	SRP103204	GSM2565357	Rucaparib (AG-014699, PF-01367338)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691002	GEO	sra	SRX2713946	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	90	46	ILLUMINA	2017-04-13	SRR5422442	SRS2105158	SRP103204	GSM2565358	TAK-733	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691001	GEO	sra	SRX2713947	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	101	48	ILLUMINA	2017-04-13	SRR5422443	SRS2105157	SRP103204	GSM2565359	Tasquinimod	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691000	GEO	sra	SRX2713948	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	73	36	ILLUMINA	2017-04-13	SRR5422444	SRS2105159	SRP103204	GSM2565360	UCN-01	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690999	GEO	sra	SRX2713949	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	78	37	ILLUMINA	2017-04-13	SRR5422445	SRS2105160	SRP103204	GSM2565361	AMINACRINE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690998	GEO	sra	SRX2713950	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	83	40	ILLUMINA	2017-04-13	SRR5422446	SRS2105161	SRP103204	GSM2565362	DIHYDROCELASTROL	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691034	GEO	sra	SRX2713951	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	70	34	ILLUMINA	2017-04-13	SRR5422447	SRS2105162	SRP103204	GSM2565363	PLUMBAGIN	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691033	GEO	sra	SRX2713952	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	81	41	ILLUMINA	2017-04-13	SRR5422448	SRS2105163	SRP103204	GSM2565364	(R)-(-)-Niguldipine hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691032	GEO	sra	SRX2713953	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	70	33	ILLUMINA	2017-04-13	SRR5422449	SRS2105164	SRP103204	GSM2565365	Lylamine hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691031	GEO	sra	SRX2713954	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	69	33	ILLUMINA	2017-04-13	SRR5422450	SRS2105165	SRP103204	GSM2565366	LY 2183240	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691030	GEO	sra	SRX2713955	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	80	36	ILLUMINA	2017-04-13	SRR5422451	SRS2105166	SRP103204	GSM2565367	OSI-906 (Linsitinib)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691029	GEO	sra	SRX2713956	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	49	23	ILLUMINA	2017-04-13	SRR5422452	SRS2105167	SRP103204	GSM2565368	Pimasertib (AS-703026)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691028	GEO	sra	SRX2713957	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	102	47	ILLUMINA	2017-04-13	SRR5422453	SRS2105168	SRP103204	GSM2565369	Quizartinib (AC220)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691027	GEO	sra	SRX2713958	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	85	40	ILLUMINA	2017-04-13	SRR5422454	SRS2105169	SRP103204	GSM2565370	SAR245409 (XL765)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691026	GEO	sra	SRX2713959	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	131	61	ILLUMINA	2017-04-13	SRR5422455	SRS2105170	SRP103204	GSM2565371	Talampanel	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691025	GEO	sra	SRX2713960	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	87	41	ILLUMINA	2017-04-13	SRR5422456	SRS2105171	SRP103204	GSM2565372	Telatinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691024	GEO	sra	SRX2713961	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	74	36	ILLUMINA	2017-04-13	SRR5422457	SRS2105172	SRP103204	GSM2565373	Varlitinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691023	GEO	sra	SRX2713962	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	52	26	ILLUMINA	2017-04-13	SRR5422458	SRS2105173	SRP103204	GSM2565374	BENZALKONIUM CHLORIDE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691022	GEO	sra	SRX2713963	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	59	28	ILLUMINA	2017-04-13	SRR5422459	SRS2105174	SRP103204	GSM2565375	2,6-DIMETHOXYQUINONE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691021	GEO	sra	SRX2713964	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	55	26	ILLUMINA	2017-04-13	SRR5422460	SRS2105175	SRP103204	GSM2565376	IPAG	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691020	GEO	sra	SRX2713965	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	7	3	ILLUMINA	2017-04-13	SRR5422461	SRS2105179	SRP103204	GSM2565377	NSC 663284	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691019	GEO	sra	SRX2713966	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	61	28	ILLUMINA	2017-04-13	SRR5422462	SRS2105178	SRP103204	GSM2565378	10-DEBC hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691018	GEO	sra	SRX2713967	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	82	38	ILLUMINA	2017-04-13	SRR5422463	SRS2105176	SRP103204	GSM2565379	OTX015	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691017	GEO	sra	SRX2713968	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	87	41	ILLUMINA	2017-04-13	SRR5422464	SRS2105177	SRP103204	GSM2565380	Pirarubicin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691015	GEO	sra	SRX2713969	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	111	52	ILLUMINA	2017-04-13	SRR5422465	SRS2105180	SRP103204	GSM2565381	RAF265	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691014	GEO	sra	SRX2713970	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	96	46	ILLUMINA	2017-04-13	SRR5422466	SRS2105181	SRP103204	GSM2565382	Satraplatin (JM216)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691013	GEO	sra	SRX2713971	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	85	39	ILLUMINA	2017-04-13	SRR5422467	SRS2105182	SRP103204	GSM2565383	Talazoparib (BMN673)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691012	GEO	sra	SRX2713972	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	2	1	ILLUMINA	2017-04-13	SRR5422468	SRS2105183	SRP103204	GSM2565384	Tirapazamine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691016	GEO	sra	SRX2713973	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	100	47	ILLUMINA	2017-04-13	SRR5422469	SRS2105184	SRP103204	GSM2565385	Vindesine sulphate	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691011	GEO	sra	SRX2713974	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	87	40	ILLUMINA	2017-04-13	SRR5422470	SRS2105188	SRP103204	GSM2565386	ACRIFLAVINIUM HYDROCHLORIDE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691010	GEO	sra	SRX2713975	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	84	41	ILLUMINA	2017-04-13	SRR5422471	SRS2105185	SRP103204	GSM2565387	DIALLYL TRISULFIDE	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691009	GEO	sra	SRX2713976	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	55	26	ILLUMINA	2017-04-13	SRR5422472	SRS2105186	SRP103204	GSM2565388	Tetrindole mesylate	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691008	GEO	sra	SRX2713977	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	73	35	ILLUMINA	2017-04-13	SRR5422473	SRS2105187	SRP103204	GSM2565389	SDM25N hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691007	GEO	sra	SRX2713978	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	72	35	ILLUMINA	2017-04-13	SRR5422474	SRS2105190	SRP103204	GSM2565390	GW 843682X	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691006	GEO	sra	SRX2713979	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	46	22	ILLUMINA	2017-04-13	SRR5422475	SRS2105189	SRP103204	GSM2565391	P276-00	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06691005	GEO	sra	SRX2713980	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	95	44	ILLUMINA	2017-04-13	SRR5422476	SRS2105191	SRP103204	GSM2565392	Pixantrone (BBR-2778), dimaleate salt	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690724	GEO	sra	SRX2713981	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	114	54	ILLUMINA	2017-04-13	SRR5422477	SRS2105192	SRP103204	GSM2565393	Raltitrexed	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690723	GEO	sra	SRX2713982	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	92	45	ILLUMINA	2017-04-13	SRR5422478	SRS2105193	SRP103204	GSM2565394	Savolitinib (Volitinib; AZD6094; HMPL-504)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690722	GEO	sra	SRX2713983	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	99	48	ILLUMINA	2017-04-13	SRR5422479	SRS2105194	SRP103204	GSM2565395	Tandutinib (MLN518)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690721	GEO	sra	SRX2713984	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	163	76	ILLUMINA	2017-04-13	SRR5422480	SRS2105195	SRP103204	GSM2565396	Tivozanib (AV-951)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690720	GEO	sra	SRX2713985	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	89	42	ILLUMINA	2017-04-13	SRR5422481	SRS2105196	SRP103204	GSM2565397	Volasertib (BI 6727)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690719	GEO	sra	SRX2713986	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	6	3	ILLUMINA	2017-04-13	SRR5422482	SRS2105197	SRP103204	GSM2565398	CELASTROL	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690718	GEO	sra	SRX2713987	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	100	50	ILLUMINA	2017-04-13	SRR5422483	SRS2105198	SRP103204	GSM2565399	SAPPANONE A DIMETHYL ETHER	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690717	GEO	sra	SRX2713988	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	108	53	ILLUMINA	2017-04-13	SRR5422484	SRS2105199	SRP103204	GSM2565400	Methyl 2,5-dihydroxycinnamate	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690716	GEO	sra	SRX2713989	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	90	43	ILLUMINA	2017-04-13	SRR5422485	SRS2105201	SRP103204	GSM2565401	ZK 93423	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690715	GEO	sra	SRX2713990	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	97	48	ILLUMINA	2017-04-13	SRR5422486	SRS2105200	SRP103204	GSM2565402	Bax channel blocker	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690714	GEO	sra	SRX2713991	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	52	24	ILLUMINA	2017-04-13	SRR5422487	SRS2105203	SRP103204	GSM2565403	Pacritinib (SB1518)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690713	GEO	sra	SRX2713992	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	98	46	ILLUMINA	2017-04-13	SRR5422488	SRS2105202	SRP103204	GSM2565404	Plinabulin (NPI-2358)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690712	GEO	sra	SRX2713993	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	95	45	ILLUMINA	2017-04-13	SRR5422489	SRS2105205	SRP103204	GSM2565405	Refametinib (RDEA119, Bay 86-9766)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690711	GEO	sra	SRX2713994	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	80	38	ILLUMINA	2017-04-13	SRR5422490	SRS2105204	SRP103204	GSM2565406	SCIO 469 hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690710	GEO	sra	SRX2713995	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	86	42	ILLUMINA	2017-04-13	SRR5422491	SRS2105206	SRP103204	GSM2565407	DMSO	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690709	GEO	sra	SRX2713996	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	99	47	ILLUMINA	2017-04-13	SRR5422492	SRS2105210	SRP103204	GSM2565408	DMSO	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690708	GEO	sra	SRX2713997	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	135	62	ILLUMINA	2017-04-13	SRR5422493	SRS2105207	SRP103204	GSM2565409	Voreloxin (SNS-595)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
