Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	cell_type	source_name	tissue	Consent	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		200	PRJNA263397	SAMN03100215	GEO	sra	SRX729566	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	5730	3818	ILLUMINA	2015-07-10	SRR1608547	SRS718892	SRP048759	GSM1521557	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100215	GEO	sra	SRX729566	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	5690	3784	ILLUMINA	2015-07-10	SRR1608548	SRS718892	SRP048759	GSM1521557	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100215	GEO	sra	SRX729566	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	5953	3994	ILLUMINA	2015-07-10	SRR1608549	SRS718892	SRP048759	GSM1521557	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100216	GEO	sra	SRX729567	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	4886	2932	ILLUMINA	2015-07-10	SRR1608550	SRS718893	SRP048759	GSM1521558	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100216	GEO	sra	SRX729567	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3935	2378	ILLUMINA	2015-07-10	SRR1608551	SRS718893	SRP048759	GSM1521558	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100216	GEO	sra	SRX729567	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	4375	2667	ILLUMINA	2015-07-10	SRR1608552	SRS718893	SRP048759	GSM1521558	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100216	GEO	sra	SRX729567	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1111	735	ILLUMINA	2015-07-10	SRR1608553	SRS718893	SRP048759	GSM1521558	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100216	GEO	sra	SRX729567	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3647	2200	ILLUMINA	2015-07-10	SRR1608554	SRS718893	SRP048759	GSM1521558	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100217	GEO	sra	SRX729568	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	5481	3672	ILLUMINA	2015-07-10	SRR1608555	SRS718894	SRP048759	GSM1521559	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100217	GEO	sra	SRX729568	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	5467	3655	ILLUMINA	2015-07-10	SRR1608556	SRS718894	SRP048759	GSM1521559	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100217	GEO	sra	SRX729568	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	5439	3629	ILLUMINA	2015-07-10	SRR1608557	SRS718894	SRP048759	GSM1521559	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100217	GEO	sra	SRX729568	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	5650	3802	ILLUMINA	2015-07-10	SRR1608558	SRS718894	SRP048759	GSM1521559	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100218	GEO	sra	SRX729569	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	4253	2560	ILLUMINA	2015-07-10	SRR1608559	SRS718895	SRP048759	GSM1521560	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100218	GEO	sra	SRX729569	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3686	2230	ILLUMINA	2015-07-10	SRR1608560	SRS718895	SRP048759	GSM1521560	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100218	GEO	sra	SRX729569	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	4063	2478	ILLUMINA	2015-07-10	SRR1608561	SRS718895	SRP048759	GSM1521560	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100218	GEO	sra	SRX729569	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1030	670	ILLUMINA	2015-07-10	SRR1608562	SRS718895	SRP048759	GSM1521560	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100218	GEO	sra	SRX729569	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3424	2068	ILLUMINA	2015-07-10	SRR1608563	SRS718895	SRP048759	GSM1521560	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100219	GEO	sra	SRX729570	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	4168	2525	ILLUMINA	2015-07-10	SRR1608564	SRS718896	SRP048759	GSM1521561	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100219	GEO	sra	SRX729570	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3432	2089	ILLUMINA	2015-07-10	SRR1608565	SRS718896	SRP048759	GSM1521561	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100219	GEO	sra	SRX729570	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3763	2309	ILLUMINA	2015-07-10	SRR1608566	SRS718896	SRP048759	GSM1521561	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100219	GEO	sra	SRX729570	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1099	693	ILLUMINA	2015-07-10	SRR1608567	SRS718896	SRP048759	GSM1521561	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100219	GEO	sra	SRX729570	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3203	1947	ILLUMINA	2015-07-10	SRR1608568	SRS718896	SRP048759	GSM1521561	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100221	GEO	sra	SRX729572	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3845	2325	ILLUMINA	2015-07-10	SRR1608574	SRS718897	SRP048759	GSM1521563	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100221	GEO	sra	SRX729572	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3184	1936	ILLUMINA	2015-07-10	SRR1608575	SRS718897	SRP048759	GSM1521563	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100221	GEO	sra	SRX729572	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3510	2152	ILLUMINA	2015-07-10	SRR1608576	SRS718897	SRP048759	GSM1521563	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100221	GEO	sra	SRX729572	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	816	537	ILLUMINA	2015-07-10	SRR1608577	SRS718897	SRP048759	GSM1521563	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100221	GEO	sra	SRX729572	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	2963	1796	ILLUMINA	2015-07-10	SRR1608578	SRS718897	SRP048759	GSM1521563	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100220	GEO	sra	SRX729571	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	4281	2580	ILLUMINA	2015-07-10	SRR1608569	SRS718898	SRP048759	GSM1521562	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100220	GEO	sra	SRX729571	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3717	2253	ILLUMINA	2015-07-10	SRR1608570	SRS718898	SRP048759	GSM1521562	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100220	GEO	sra	SRX729571	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	4095	2501	ILLUMINA	2015-07-10	SRR1608571	SRS718898	SRP048759	GSM1521562	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100220	GEO	sra	SRX729571	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1059	684	ILLUMINA	2015-07-10	SRR1608572	SRS718898	SRP048759	GSM1521562	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100220	GEO	sra	SRX729571	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3450	2086	ILLUMINA	2015-07-10	SRR1608573	SRS718898	SRP048759	GSM1521562	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100223	GEO	sra	SRX729574	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	4253	2565	ILLUMINA	2015-07-10	SRR1608584	SRS718899	SRP048759	GSM1521565	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100223	GEO	sra	SRX729574	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3640	2209	ILLUMINA	2015-07-10	SRR1608585	SRS718899	SRP048759	GSM1521565	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100223	GEO	sra	SRX729574	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	4017	2458	ILLUMINA	2015-07-10	SRR1608586	SRS718899	SRP048759	GSM1521565	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100223	GEO	sra	SRX729574	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1005	658	ILLUMINA	2015-07-10	SRR1608587	SRS718899	SRP048759	GSM1521565	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100223	GEO	sra	SRX729574	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3381	2047	ILLUMINA	2015-07-10	SRR1608588	SRS718899	SRP048759	GSM1521565	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100222	GEO	sra	SRX729573	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	4464	2690	ILLUMINA	2015-07-10	SRR1608579	SRS718900	SRP048759	GSM1521564	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100222	GEO	sra	SRX729573	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3750	2273	ILLUMINA	2015-07-10	SRR1608580	SRS718900	SRP048759	GSM1521564	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100222	GEO	sra	SRX729573	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	4146	2535	ILLUMINA	2015-07-10	SRR1608581	SRS718900	SRP048759	GSM1521564	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100222	GEO	sra	SRX729573	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1103	717	ILLUMINA	2015-07-10	SRR1608582	SRS718900	SRP048759	GSM1521564	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100222	GEO	sra	SRX729573	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3477	2104	ILLUMINA	2015-07-10	SRR1608583	SRS718900	SRP048759	GSM1521564	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100224	GEO	sra	SRX729575	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	18015	11222	ILLUMINA	2015-07-10	SRR1608589	SRS718901	SRP048759	GSM1521566	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100225	GEO	sra	SRX729576	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3856	2320	ILLUMINA	2015-07-10	SRR1608590	SRS718902	SRP048759	GSM1521567	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100225	GEO	sra	SRX729576	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3212	1947	ILLUMINA	2015-07-10	SRR1608591	SRS718902	SRP048759	GSM1521567	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100225	GEO	sra	SRX729576	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3559	2175	ILLUMINA	2015-07-10	SRR1608592	SRS718902	SRP048759	GSM1521567	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100225	GEO	sra	SRX729576	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	638	425	ILLUMINA	2015-07-10	SRR1608593	SRS718902	SRP048759	GSM1521567	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100225	GEO	sra	SRX729576	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	2989	1806	ILLUMINA	2015-07-10	SRR1608594	SRS718902	SRP048759	GSM1521567	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100226	GEO	sra	SRX729577	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1189	654	ILLUMINA	2015-07-10	SRR1608595	SRS718903	SRP048759	GSM1521568	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100226	GEO	sra	SRX729577	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1156	646	ILLUMINA	2015-07-10	SRR1608596	SRS718903	SRP048759	GSM1521568	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100226	GEO	sra	SRX729577	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1111	627	ILLUMINA	2015-07-10	SRR1608597	SRS718903	SRP048759	GSM1521568	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100226	GEO	sra	SRX729577	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	952	527	ILLUMINA	2015-07-10	SRR1608598	SRS718903	SRP048759	GSM1521568	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100227	GEO	sra	SRX729578	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1715	951	ILLUMINA	2015-07-10	SRR1608599	SRS718904	SRP048759	GSM1521569	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100227	GEO	sra	SRX729578	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1680	943	ILLUMINA	2015-07-10	SRR1608600	SRS718904	SRP048759	GSM1521569	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100227	GEO	sra	SRX729578	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1622	920	ILLUMINA	2015-07-10	SRR1608601	SRS718904	SRP048759	GSM1521569	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100227	GEO	sra	SRX729578	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1518	844	ILLUMINA	2015-07-10	SRR1608602	SRS718904	SRP048759	GSM1521569	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100228	GEO	sra	SRX729579	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1980	1089	ILLUMINA	2015-07-10	SRR1608603	SRS718905	SRP048759	GSM1521570	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100228	GEO	sra	SRX729579	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1777	991	ILLUMINA	2015-07-10	SRR1608604	SRS718905	SRP048759	GSM1521570	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100228	GEO	sra	SRX729579	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1787	1007	ILLUMINA	2015-07-10	SRR1608605	SRS718905	SRP048759	GSM1521570	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100228	GEO	sra	SRX729579	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	1600	883	ILLUMINA	2015-07-10	SRR1608606	SRS718905	SRP048759	GSM1521570	acute myeloid leukemia	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100229	GEO	sra	SRX729580	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3555	2277	ILLUMINA	2015-07-10	SRR1608607	SRS718906	SRP048759	GSM1521571	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100229	GEO	sra	SRX729580	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	4032	2652	ILLUMINA	2015-07-10	SRR1608608	SRS718906	SRP048759	GSM1521571	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100229	GEO	sra	SRX729580	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3736	2416	ILLUMINA	2015-07-10	SRR1608609	SRS718906	SRP048759	GSM1521571	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100229	GEO	sra	SRX729580	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3391	2146	ILLUMINA	2015-07-10	SRR1608610	SRS718906	SRP048759	GSM1521571	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100229	GEO	sra	SRX729580	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3284	2080	ILLUMINA	2015-07-10	SRR1608611	SRS718906	SRP048759	GSM1521571	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100229	GEO	sra	SRX729580	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3787	2457	ILLUMINA	2015-07-10	SRR1608612	SRS718906	SRP048759	GSM1521571	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100253	GEO	sra	SRX729581	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3990	2570	ILLUMINA	2015-07-10	SRR1608613	SRS718907	SRP048759	GSM1521572	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100253	GEO	sra	SRX729581	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	4576	3022	ILLUMINA	2015-07-10	SRR1608614	SRS718907	SRP048759	GSM1521572	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100253	GEO	sra	SRX729581	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	4281	2780	ILLUMINA	2015-07-10	SRR1608615	SRS718907	SRP048759	GSM1521572	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100253	GEO	sra	SRX729581	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3881	2467	ILLUMINA	2015-07-10	SRR1608616	SRS718907	SRP048759	GSM1521572	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100253	GEO	sra	SRX729581	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	3776	2402	ILLUMINA	2015-07-10	SRR1608617	SRS718907	SRP048759	GSM1521572	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100253	GEO	sra	SRX729581	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	4332	2825	ILLUMINA	2015-07-10	SRR1608618	SRS718907	SRP048759	GSM1521572	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100254	GEO	sra	SRX729582	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	10653	6723	ILLUMINA	2015-07-10	SRR1608619	SRS718908	SRP048759	GSM1521573	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100254	GEO	sra	SRX729582	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	11060	7121	ILLUMINA	2015-07-10	SRR1608620	SRS718908	SRP048759	GSM1521573	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100255	GEO	sra	SRX729583	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	10221	6427	ILLUMINA	2015-07-10	SRR1608621	SRS718909	SRP048759	GSM1521574	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100255	GEO	sra	SRX729583	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	10672	6851	ILLUMINA	2015-07-10	SRR1608622	SRS718909	SRP048759	GSM1521574	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100256	GEO	sra	SRX729584	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	33842	23763	ILLUMINA	2015-07-10	SRR1608623	SRS718910	SRP048759	GSM1521575	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263397	SAMN03100257	GEO	sra	SRX729585	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-09	7679	4585	ILLUMINA	2015-07-10	SRR1608624	SRS718911	SRP048759	GSM1521576	acute myeloid leukemia	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
